sample_id,model,question,technique,generated_answer,latency_sec,tokens,ground_truth,quality_score
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",zero_shot,"Beta, gene expression toh yeh hai ki DNA se protein banane ke liye koi gene kaam karta hai. Yeh process ek complex hai, jismein DNA ka gen, mRNA banaata hai, mRNA ka translation hota hai, aur phir protein ban jaata hai.

Yeh process ek hierarchical hai:

1. **Gene Expression**: DNA se mRNA ban jaata hai, jiska naam transcription hai.
2. **Transcription**: mRNA ka translation hota hai, jiska naam translation hai.
3. **Translation**: mRNA se protein ban jaata hai, jiska naam protein synthesis hai.",2.733,364,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",few_shot,"Beta, gene expression kya hai woh, issey pehle samajhna hai, genes kya hain. Genes hamaare DNA ki units hain, jismein kuch bhi cheezein likhi hui hote hain jaise ki koi bhi property, habit ya behavior. 

Ab, gene expression yeh hota hai jaise hum kisi book ki koi chapter ko padhate hain. Toh hum book ko padhne ke liye, first chapter ko cover karte hain, phir usse padhne ke baad, hum next chapter se kuch seekh lete hain.

Aisa hi hai, beta, jaise hum apne genes ko express karte hain. Jaise ki aga",2.794,364,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",chain_of_thought,"Arre yaar, gene expression ke bare mein batana hai to main aapko kuch steps ke through yeh samjhata hoon:

1. **Gene**: Jab ham apne DNA ko dekhte hain, to yeh ek jatil chij hai jo humare jeevan ki kai baatein decide karti hai. Ismein kai genes hote hain jo humare jeevan ki kai visheshtayein decide karte hain, jaise ki color, size, aur hair color.

2. **DNA se mRNA tak**: Jab koi gene activate hota hai, to yeh DNA se mRNA (ribonucleic acid) me conversion hota hai. Yeh mRNA ek intermediate chij h",4.966,483,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",structured_context,"{""answer"": ""Gene expression kuch is tarah hai - yeh woh prakriya hai jismein DNA ki jaankari cell ke andar ki prathmik koshikaon mein badal kar unhein specific protiens banane ke liye kaam aati hai. "", ""explanation"": ""Yeh prakriya gene ki sthiti, gatividhi aur prabhav par nirbhar karti hai. Jab cell ko protiens ki zaroorat hoti hai, to yeh protiens banane ke liye gene expression ka anuman lagate hain. Iske liye, cell ke andar ki prathmik koshikaayein (ribosomes) ko active kiya jata hai aur yeh p",4.663,306,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",hierarchical_context,"Beta, aaj hum ek bahut hi zaroori topic par baat karenge: gene expression. Gene expression, jiska arth hai, gene ki vyakti ko utpann karne ka prakriya.

Aap sab jante hain ki humein DNA se inherit huaa kai svaabhavik lakshanon ka moolya hota hai, jaise ki chehre ki sundarta, lambai, rang, aur anya svaabhavik lakshanon ka moolya. Lekin, yeh to sab DNA mein hi hain, to phir yeh pata nahin chalta ki kaise humein in lakshanon ka anubhav hota hai.

Isi liye, humari cell mein ek prakriya hoti hai jise",2.335,704,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",rag_style,"Aapke sawal ke uttar mein aana, main kuchh jankari share karta hoon. Gene expression, jise genetics ke shabdon mein vyaktikaran kehte hain, yeh ek prakriya hai jismein jeev koshikon mein sthaniy karyakramon (genes) ka udeshya badal jata hai. 

Yeh prakriya jeevan ke liye bahut mahatvapurn hai kyunki isse humein vishesh kaaryon aur visheshataon ke liye visheshtayein mil jaati hain. Gene expression ka matlab hai ki humein humari jeev koshikon mein sthaniy karyakramon ka udeshya badalna hota hai. 
",6.839,391,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",tree_of_thought,"Ek baar main soch raha hoon...

**Pehla Soch**: Gene expression ek aisa prakriya hai jismein DNA se protiens banate hain. Yeh ek jatil prakriya hai jismein DNA ki information ko protiens mein convert kiya jata hai. 

**Dusra Soch**: Gene expression ek aisa prabandhan hai jismein DNA ki genetic information ko cells ki karyakshamtaon mein badlaaya jata hai. Yeh prabandhan cells ko adapt karne mein madad karta hai iske aas-paas ki paristhitiyon se.

**Teesa Soch**: Gene expression ek aisa tareeka h",3.727,427,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
47,llama-3.1-8b-instant,"Ma'am, gene expression ke bare mein batayein, yeh kya hota hai?",agentic_context,"Arre, sabka sawal hai gene expression ke bare mein, to yeh hai ki... (step 1 complete)

Gene expression ek bahut hi zaroori prakriya hai, jismein humaray DNA ke gene apne protein ke roop mein utpann hote hain. Yeh prakriya aam taur par yeh hai ki, humaray DNA mein ek gene hota hai, jo ek specific protein ka utpaadan karta hai. Jab humara DNA is gene ke liye kaiakritik karta hai, to yeh gene apna message lekar ribosome tak pahunchta hai, jahaan se yeh protein ka utpaadan hota hai.

Lekin yeh prak",5.266,581,"Gene expression ek process hai jismein genes apne proteins ko banate hain. Ye process mein transcription, translation, aur regulation shamil hain, jismein genes apne mRNA ko banate hain, jo ki ribosomes mein jata hai aur proteins ko banata hai.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",zero_shot,"Beta, fertilizer banane ke liye aapko kuchh aasani sa upkaran aur kuchh zaroori cheejein ki aavashyak hai. Sabse pehle, aapko composting ki jaroorat hai. Composting ke liye aapko khaad, paudhe ka pachan karne wala paani, aur kuchh anya organic material jaise ki khet se nikalne wali gande paudhe, chhavani, aur kuchh anya paudhe ke bachiye huye hisse.

Ab, aapko in sabhi materialon ko milakar ek ek jaga par rakhein aur use thoda thoda pakadkar milaakar ek compost ki jaroorat ke anusaar usko mix ka",4.217,569,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",few_shot,"Bhaiya, fertilizer banane ke liye aapko kuch ingredients aur kadam lena hoga. Sabse pehle aapko compost ya khaad ki zaroorat padegi, jiska preparation aap apne ghar ka kitchen waste, chawal ke dabbe, aur gobar se kar sakte hain. Ismein aapko paani aur kharidna hoga, jisse ismein jeevaniya tatva mil jayein.

Ab, aapko kuch duniya ki cheezein bhi aapko khareedni hogi, jaise urea, DAP, ammonium sulphate, aur calcium carbonate. Ye sab cheezein aapko apne khaad ki dukan se li sakte hain.

Ab, aapne s",5.877,455,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",chain_of_thought,"Arre, yahaan ek chhoti si gatividhi hai, jisme hum apne ghar me fertilizer banayege. Yeh ek aisa upaay hai jisme hum apne ghar ke paani, khad, aur anya taaeej sabdein upyog karke ek natural fertilizer bana sakte hain.

**Step 1: Paani aur khad ki taiyaari**
Hum pehle paani aur khad ki taiyaari karenge. Paani ko achhi tarah se saaf karenge aur isme koi bhi paudhein nahin hain. Khad ko bhi saaf karenge aur yeh dhyan rakhein ki khad mein koi bhi paudhein nahin hain.

**Step 2: Bhoor aur masale ki t",4.465,711,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",structured_context,"{""answer"": ""Haan, aap apne ghar me fertilizer banaye sakte hain, lekin iske liye aapko kuch saavdhanee aur upyogi cheezein honi chahiye."", ""explanation"": ""Aapko pehle yeh jaanne ka zaroorat hai ki aap kis prakaar ke fertilizer banane chahte hain, jaise ki compost fertilizer ya biofertilizer. Iske baad, aapko ismein shamil hone wale sabhi upakaran aur samagriyon ki jaankari honi chahiye. Aapko organic waste jaise ki kuch karahiya, patte, aur anya organic waste ka upyog karke fertilizer banane ke ",7.291,764,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",hierarchical_context,"Beta, fertilizer banane ke bare mein bahut kuch seekh sakte hain. Lekin, yeh baat dhoondhni hai ki hum kya aur kaise fertilizer banate hain.

Pehle, yeh jaanein ki fertilizer ek prakritik ya rachnatmak upkaran hai jo pedon ko unke vikas mein madad karta hai. Hum apne ghar mein fertilizer banane ke liye teen tarah ke upkaran ka upyog kar sakte hain:

1. **Bakriya fertilizer**: Yeh fertilizer hum apne ghar ke pet mein banate hain. Ismein hum apne ghar ke pet mein paani, kacchi mitti, aur bakriya j",8.681,745,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",rag_style,"Arre beta, aapke paas fertilizer banane ke liye sabse aasani se uplabdh saamagri hai. Aap apne ghar me kuch upay kar sakte hain:

Pehla upay: Coffee aur baking soda se fertilizer banaein. 

- 1 cup coffee pees 
- 1 cup baking soda
- 1 cup paani

Sab milkar maalik karein aur isey 10-15 din ke liye sunehra raaste me rakh dein. Issey aapke ghar ke patjhad patton ko majboot karna sakta hai.

Doosra upay: Eggshells aur coffee se fertilizer banaein.

- 1 cup eggshells
- 1 cup coffee pees 

Sab milkar ",5.779,511,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",tree_of_thought,"Arre bhai, ye sawal dilchasp hai. Main 3 tarah se soch raha hoon: 

1. **Fruit aur Patte ki Kadhi**: Hamnein ek prakar ke fertilizer ke baare mein suna hai jiske liye hum fruit aur patte ka upyog kar sakte hain. Iske liye, hum apne ghar me kuch fruit aur patte ek saath milakar ek kadhi banayein aur ismein pani add karein. Iski baad ise 5-7 din ke liye ek thali me rakh dein. Is din ke baad, iske pani ko nikal kar apne pedon me use karein.

2. **Coffee aur Tea ki Kadhi**: Doosra sawal hai ki hum k",6.466,774,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
48,llama-3.1-8b-instant,"Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?",agentic_context,"Chalo, main samajhne ki koshish karunga. 

Question: ""Ma'am, kya hum apne ghar me fertilizer banaye aur kaise?"" (Translation: ""Ma'am, can we make fertilizer at home and how?"")

Step 2: Recall knowledge 
Maine jaana ki gharelu fertilizer banaane ke kai tareeke hain. Ek aisa tareeka hai jismein hum organic matter ko use kar sakte hain, jaise ki chawal ka chilka, patte, ya anya organic waste. 

Step 3: Give accurate answer
Aap apne ghar me fertilizer banane ke liye in charanon ka paalan kar sakte h",7.314,759,"Haan, hum apne ghar me fertilizer banaye, isme kitchen waste, leaves, aur some microorganisms ka use hota hai, hum isse carefully mix karke aur decompose karke banate hain.",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",zero_shot,"Arre bhai, biogeochemical cycles toh hum sabke jeevan ke liye bahut zaroori hain. Biogeochemical cycles inhe kaha jaata hai jab prakriti ke tatvon ko ek doosre ke beech ghatit karke unka upyog hota hai. 

Yeh cycles hote hain:

1. Karbon cycle: Yeh cycle karbon kee sthiti ko nirdharit karta hai, jo praniyon, jeevon, aur jeev-jantuon kee madad kee jati hai. Karbon cycle mein karbon dioxide kee sthiti ko badalne ke liye kai prakriyaein shaamil hain, jaise ki photosynthesis aur respiration.

2. Jal",7.187,657,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",few_shot,"Bhai, biogeochemical cycles toh koi bhi prakriya hai jahan prithvi ke elements, jaise ki carbon, oxygen, nitrogen, aur pani, apne roop aur sthiti mein badal jaate hain. 

Yeh cycles ek jatil prakriya hai, jismein jeev aur jalvaayu ka bahut bada yogdaan hota hai. Jeev ek tarah se carbon dioxide ko phoofni karke oxygen ke roop mein badal dete hain, jabki doosri tarah se pani ke aaspaas ek saansyaat kaam hota hai jismein pani aur gason ke beech chhedaav ho jaata hai.

Biogeochemical cycles ke kai p",5.746,414,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",chain_of_thought,"Kya hum biogeochemical cycles ke bare mein jaankari karte hain? To, humein kuch cheezon ko samajhna hoga:

1. **Biogeochemical cycles kya hain?**
   Biogeochemical cycles, jise ek kshanik jeevan cycle bhi kaha jata hai, ek prakriya hai jismein jeevan aur prakriti ke beech kai udaaharanon mein moolik tatvon ka ghatna hoti hai.

2. **Biogeochemical cycles ke prakar kya hain?**
   Aise kai prakar hain, jaise:
   - Karboni cycle: Yeh cycle karbon di oxide ko prakriti ke beech chalate hai.
   - Nitro",3.746,438,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",structured_context,"{""answer"": ""Haan, bhai! Biogeochemical cycles humare prithvi par prakritik dwara chalne wale kriya hain, jismein prakritik paudhe, jeev, aur bhoojaal ke beech chijon ka sanchaar hota hai."", ""explanation"": ""Ye cycles humare prithvi par paryavaran ko sanrakshit rakhne mein madad karte hain aur yeh humare jeevan ko sambhalne ke liye aavashyak hain. Kuch pramukh biogeochemical cycles mein shamil hain: carbon cycle, nitrogen cycle, oxygen cycle, aur phosporus cycle.""}",4.435,239,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",hierarchical_context,"Beta, biogeochemical cycles ek bahut hi mahatvapoorn vishay hai jo hamen pata hai ki prakriti mein kya hua hai. Toh yeh rahne de, biogeochemical cycles yeh hai jo koi bhi tatva ya gas, prithvi ke tatvon ko vahan se doosre vahan mein pahunchata hai. Yeh cycle, jaise ki carbon cycle, water cycle, nitrogen cycle, aur oxygen cycle, hote hain.

Lekin ab humein ismein kuch vishisht baatein batani hain. Carbon cycle mein, hamara shareer oxygen aur carbon dioxide se bana hua hai. Jab hum khate hain aur ",3.194,548,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",rag_style,"Arre yeh biogeochemical cycles kya hain? Biogeochemical cycles, yaani prithvi ke jeev aur anya tatvon ka ek cycle hain jismein prithvi par maujood cheezen jaati hain. Yah cycle hamaare jeev, jal, mitti, aur anya tatvon ke beech meh lagataar ghoomte rahte hain. 

Inmein se kuch pramukh biogeochemical cycles hain:

1. Carbon cycle: Yah cycle hamaare sharir mein maujood carbon kee ghoomne ki baatein karta hai.
2. Nitrogen cycle: Yah cycle hamaare sharir mein maujood nitrogen kee ghoomne ki baatein ",4.65,368,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",tree_of_thought,"Main biogeochemical cycles ke bare mein soch raha hoon...

Pehla vichar: Biogeochemical cycles ek prakriya hai jismein paryavaran mein paane wale tatvon ko apne gatividhiyon mein badalne ki prakriya hoti hai. Ismein paani, hawa, prithvi aur jeev jantuon ka yogdan hota hai. Yeh cycles hamaare aas-paas hote hain aur unhen understand karne se hum paryavaran ko bacha sakte hain.

Dusra vichar: Biogeochemical cycles ek tarah se paryavaran ko sanrakshit aur sthayi rakhne ka ek tareeka hai. Ismein paan",4.004,562,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
49,llama-3.1-8b-instant,"Sir, kya humein biogeochemical cycles ke bare mein kuch jaankari hai?",agentic_context,"Arre bhai, biogeochemical cycles ke bare mein humein kuch jaankari hai. Jeevan, jameen aur atmospair ke beech ek chakkar chalta hai, jiski madad se tatvon ka ghoomna hota hai. Yah cycles hain:

1. **Carbon cycle**: Carbon tatva ki ghoomna, jismein jeevan, jameen aur atmospair ke beech ghoomna hota hai. Jeevan carbon ko uchchatar tatvon se neeche ke tatvon par le jaata hai, aur jameen aur atmospair carbon ko uchchatar tatvon se neeche ke tatvon par ghumata hai.

2. **Nitrogen cycle**: Nitrogen ta",5.82,542,"Haan, humein biogeochemical cycles ke bare mein kuch jaankari hai. Biogeochemical cycles woh processes hote hain jo nutrients aur elements ko ecosystem mein move karte hain. Ye cycles carbon, nitrogen, phosphorus, aur sulfur jaise elements ko include karte hain aur ye ecosystem ke functioning ko aff",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",zero_shot,"Arey, bilkul! Indus Valley Civilization ek bahut hi prasiddh aur mahatvapoorn bhoomika rakhne wali Sanskriti thi. Unke bare mein padhna kathinai se bhara hai, lekin yeh jankari ka ek mahatvapurn hissa hai.

Indus Valley Civilization ka uddeshya yeh hai ki hum isne kaise utpann hua, kaise vikasit hua, aur kaise unki Sanskriti aur sabhyata ki bhoomika thi. Unki kala, sanskriti, aur vidhiyon ko samajhne se humein unke madhyam se jeene waale logon ki jeevan-shaili aur samajik niti ko samajhne mein m",3.801,434,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",few_shot,"Bilkul, beta. Indus Valley Civilization bahut hi mahatvapoorn cheez hai. Isse humein pata chalta hai ki 4,000 saal pehle Bharat mein kya jeevan tha. Yeh civilization Indus river aur Haro ke kinaare par thi. Unke logon ne bahut hi advance technology, architecture aur social system use kiya tha. Hum Indus Valley Civilization ke bare mein padhenge.",4.339,191,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",chain_of_thought,"Arre, yeh ek bahut hi mahatvapoorn cheez hai. 

Sabse pehle, hum Indus Valley Civilization ka itihaas jante hain ki yeh kaun sa samay ka tha. Yeh Civilization, aapko pata hoga, 3300-1300 BCE ka samay ka tha. 

Ab, hum iske bare mein jaante hain ki yeh civilization kahan thi. Yeh civilization, aapko pata hoga, Pakistan aur Bharat ke kshetra mein thi, jismein humary kuch mahatvapoorn shahar bhi hain jaise Mohenjodaro aur Harappa. 

Ab, hum iske bare mein jaante hain ki is civilization ne kya pehna",2.166,649,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",structured_context,"{""answer"": ""Hai, yeh bahut hi mahatvapoorn vishay hai. Indus Valley Civilization ek purana samaj tha jo kayi shatabdi pehle Bharat aur Pakistan ke kshetra mein sthit tha."", ""explanation"": ""Iske bare mein padhkar aapko yeh jaankari milkar aayegi ki yeh samaj kaise banaya, kaunse kaam ke liye viksit tha aur kaise yeh samaj aaj ke samay tak aaya. Yeh samaj aapko samajh mein aayega ki kaise paryavaran, sanskriti, aur arthvyavastha ko banaya ja sakta hai.""}",6.485,236,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",hierarchical_context,"Bilkul, beta! Hum bataenge Indus Valley Civilization ke bare mein. Yeh ek bahut hi important aur prachin samaj thi, jo lagbhag 4300 saal pehle exist thi. Yeh samaj Bharat ka sabse purana samajon mein se ek hai.

Is samaj ke logon ne apne shaharon mein bahut hi viksit jeevan jeeva tha. Ve apne shaharon mein paani aur paas ki sambandhi safaai, saaf dharohar, aur parkon ki madad se apne shaharon ko sundar aur swachh banaa rakha tha. Unke shaharon mein bahut hi badaa janaavasthaa aur vyapaar tha.

I",2.907,466,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",rag_style,"Arre, yeh toh bahut achchha vichar hai (This is a very good idea). Indus Valley Civilization, yeh ek bahut hi prasiddh aur purani sanskriti thi jo 3300 se 1300 BCE ke beech mein sthit thi (It was a very famous and old civilization which existed between 3300 and 1300 BCE).

Iski shuruaat Mohenjodaro aur Harappa jaise sthanon par hui thi (Its beginning was in places like Mohenjodaro and Harappa). Yeh civilization apne visheshtiyon ke liye jaani jaati thi, jaise ki unki vishisht bawdiyan aur unke k",3.86,467,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",tree_of_thought,"Bilkul, main is cheez par soch raha hoon. 
1. Sabse pehle, Indus Valley Civilization ek bahut hi purani aur mahatvapoorn sanskriti thi jo 3300 BCE se 1300 BCE tak exist thi. Iska adhar Bharat ki dharti par tha.
2. Dusri cheez, yeh sanskriti apne vishisht shilp, vishvaas aur sanskaron ke liye jaani jati hai. Unka vishesh rog aur saavdhaani se samuhik pani se jalne wala system, unki jyotish aur tantra, unke shilalekh aur gharelu vartalap, sabhi bahut hi adbhut hain.
3. Teesri cheez, Indus Valley C",4.939,398,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
50,llama-3.1-8b-instant,"Ma'am, kya hum history mein Indus Valley Civilization ke bare mein padhenge?",agentic_context,"Arre, yeh to ek bahut hi mahatvapoorn cheez hai. Indus Valley Civilization, jo ki hum Indus Sarovar Civilization kehte hain, woh 4,300 saal pehle shuru hui thi.

Step 1: Understand question - Aisa lagta hai ki aap Indus Valley Civilization ke bare mein jaanne ke liye taiyaar hain.

Step 2: Recall knowledge - Main yeh jaanta hoon ki Indus Valley Civilization ka sabse pehle shodh Indus Sarovar ke kinar par kiya gaya tha. Ye civilization Harappa aur Mohenjo-Daro ke liye jaani jaati hain, jo ki Paki",5.018,500,"Haan, hum history mein Indus Valley Civilization ke bare mein padhenge. Indus Valley Civilization ka itihas bahut hi purana hai aur hume iske baare mein padhne se bahut kuch seekhne ko milta hai.",8.5
51,llama-3.1-8b-instant,"Lester R. Brown ne earth ke chaar pramukh biological systems ka naam bataya hai, unke mahatva ko bhi samjhaaye. Lester R. Brown ne apni kitab The Global Economic Prospect mein kaha hai ki earth ke chaar pramukh biological systems hain - fisheries, forests, grasslands, aur croplands - jo global economic system ki neev banate hain. In systems se hume food milti hai, aur ye industry ke liye lagbhag saare raw materials bhi provide karte hain, minerals aur petroleum-derived synthetics ko chhodkar.",zero_shot,"Aapko Lester R. Brown ne earth ke chaar pramukh biological systems ke baare mein bataya hai. Ye systems hain:

1. **Fisheries**: Ye samudr ki jaivikta ka ek mahatvapoorn hissa hain. Inse hume machhli aur anya jalchi pradaan hoti hain, jo our khadya se jude hain. Yahaan se hume protien aur vitamin milti hain.

2. **Forests**: Ye prakritik vana our pahadon ke hisse hain. Inse hume khadya, wood, aur anya dravya milti hain. Yahaan ke paudhe oxygen pradaan karte hain aur prakritik jal se bharpoor hot",3.87,584,"Lester R. Brown ne earth ke chaar pramukh biological systems ko fisheries, forests, grasslands, aur croplands bataya hai. Ye systems bohot mahatvapoorn hain kyunki ve global economic system ki neev banate hain, hume food aur industry ke liye lagbhag saare raw materials provide karte hain, minerals a",8.5
