sample_id,question,technique,generated_answer,latency_sec,tokens,ground_truth,quality_score
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",zero_shot,"Green Movement ka janm 1970 me kiya gaya tha, jab American environmentalist Ruckert ne ""A New Era For Peace and Justice"" ki shikayat ko darshaya, jismein vah ek 'Green Movement' ke liye aawaaz uthaya. Iske baad, 1972 me New Zealand me duniya ki pehli Green party, Green Party of New Zealand, banayi gayi thi, jo ki ek bada event tha.",9.521,249,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",8.5
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",few_shot,ERROR,0.0,0,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",8.5
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",chain_of_thought,"Mujhe question puchha gaya hai ki Green Movement ka shuruat kab hua aur uske shuru hone ke thodi der baad kya bada event hua. 

Step 1: Green Movement ka shuruat kab hua? 
Mujhe pata hai ki duniya ki pehli Green party New Zealand mein 1972 mein banayi gayi thi, jisse lagbhag 25 saal pehle shuru hua tha. 

Step 2: Iske pehle yeh pata karna hai ki Green Movement ka shuruat kis din hua tha. 
Iske liye, maine 1972 ki date ko dekha. Ismein maine pehli tarikh ko dekha aur uske baad 25 saal ke liye gya",11.871,497,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",8.5
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",structured_context,ERROR,0.0,0,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",8.5
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",hierarchical_context,ERROR,0.0,0,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",8.5
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",rag_style,"Mujhe pata hai ki Green Movement ka shuruat 1972 mein hua tha. Aur uske shuru hone ke thode hi samay baad, 1972 mein hi New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",5.313,224,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",8.5
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",tree_of_thought,"Mujhe 2-3 cheejein yaad aayi hain:

1. Green movement ki shuruat 1970 ke dashak mein hui thi, lekin ise pehla naam diya gaya tha ""Green Party of New Zealand"" jab ki 1972 mein uska ganna hua tha.
2. Green movement ka prabhav itni jaldi dikhne laga jab 1979 mein Green Party of New Zealand ne apne pehle chunav mein 0.35% se zyada vote haasil kiya tha.
3. Green movement ke ek bade event ka naam hai ""Earth Day"" joka 22 April 1970 ko pehla baar manaya gaya tha.

Ab best answer hoga: 

Green movement k",2.693,444,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",5.0
9,"Green Movement kab shuru hua aur uske shuru hone ke thodi der baad kya bada event hua? Itni jaldi aur itni tez se poora human race ko koi movement aaj tak nahin chhua hai jaise ki Green Movement ne, jo lagbhag 25 saal pehle shuru hua tha. 1972 mein New Zealand mein duniya ki pehli nationwide Green party banayi gayi thi.",agentic_context,"Bhai, ek baar main samajh gaya aur main soch raha hoon. 

Pehle, question padhne ke baad, main socha ki Green Movement ka shuruat kab hua tha. Main yeh janna chahta hoon ki lagbhag 25 saal pehle shuru hua Green Movement ka kya event tha.

Ab, main recall kar raha hoon. Main yeh jaanta hoon ki Green Movement ka shuruat 1970 ki duniya ki pehli Green party ki sthapna se hua tha, jo New Zealand mein 1972 mein ki gayi thi.

Ek baar main soch gaya, main yeh janna chahta hoon ki 1972 mein jo bada event",4.767,441,"Green Movement lagbhag 25 saal pehle 1994 se shuru hua tha (karib 1969 mein). 1972 mein, duniya ki pehli nationwide Green party New Zealand mein banayi gayi thi.",5.0
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",zero_shot,ERROR,0.0,0,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",few_shot,ERROR,0.0,0,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",chain_of_thought,ERROR,0.0,0,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",structured_context,ERROR,0.0,0,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",hierarchical_context,ERROR,0.0,0,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",rag_style,ERROR,0.0,0,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",tree_of_thought,"Mujhe kai tarah se sochne ke baad, main apne vichar yeh hain:

1. **Pehla Soch:** Passage ko analyse karne ke baad, hum ussme se important points ko nikalte hain aur vein ko full sentences mein expand karte hain. Ismein hum connectors ka use karte hain taaki sabhi points ek dusre se jud sakein.

2. **Doosra Soch:** Passage ko analyse karne ke baad, hum ussme se important ideas ko identify karte hain aur vein ko notes mein likhte hain. Ismein hum note-making ke steps ka follow karte hain, jaise k",0.692,526,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
10,"Passage ko analyse karne ke baad summarise karne ka process kya hota hai? Isme hum note-making wale steps follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna. Lekin nominalising ke bajaye hum points ko full sentences mein expand karte hain aur suitable connectors se link karte hain.",agentic_context,"Arre, pasand aaya. 

Sabse pehle, maine question padha aur samajha hai ki passage ko analyse karne ke baad summarise karne ka process kya hota hai. 

To, maine yeh samjhaya ki note-making ke steps hum follow karte hain, jaise ki important ideas ko underline karna, unhein abbreviate karke verbs ko short karke likhna, examples, explanations, aur repetition ko avoid karna.

Lekin, maine ek twist add kiya hai. Hum nominalising ke bajaye points ko full sentences mein expand karte hain aur suitable co",6.621,422,"Key steps hain important ideas ko underline karna, verbs ko short karke unhein likhna, examples, explanations, aur repetition ko avoid karna. Phir nominalising ke bajaye points ko full sentences mein expand karna aur suitable connectors se link karna.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",zero_shot,"Arre, circulatory system ek bahut hi zaroori system hai human body mein. Yeh heart, blood vessels, aur blood ko connect karta hai, jisse body ko oxygen aur nutrients milte hain aur waste products nikal jaate hain. 

Toh, yeh kaisa kaam karta hai? Heart ek dhaiya se jyada dardi hai jo har minute mein 100 se 120 baar pump karta hai. Yeh pump karne se blood body ke sabhi hisson mein pahunchta hai. 

Blood vessels, jo ki arteries, veins, aur capillaries hain, yeh blood ko body ke sabhi hisson mein p",0.823,447,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",few_shot,"Beta, circulatory system human body ka ek bahut hi zaroori system hai. Yeh system doosre naam se blood circulation ya cardiovascular system kehte hain. Iska kaam body mein oxygen aur nutrients dena aur carbon dioxide aur paani nikalna hai. Yeh karne ke liye yeh doosre system se juda hai, jaise ki heart, arteries, veins, aur capillaries.

Heart yeh system ka heartbeat karta hai, jisse blood body ke sabhi hisson mein jaata hai. Arteries blood ko heart se nikalne aur body ke hisson mein pahunchane ",5.726,341,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",chain_of_thought,"Arre, yeh sawal bahut aacha hai. Main aapko iska jawab is tarah se dena chahta hoon: 

1. Circulatory system kaam karna shuru karta hai heart se, jo ki haareta (heart) ke naam se jana jata hai. Heart ek pump ki tarah ka kaam karta hai. 

2. Heart se blood (roo) ek puri disha mein bhara hua hota hai, jo ki body ke sabhi hisson ko paani, oxygen aur nutrients pradan karta hai. 

3. Blood heart se lungon (fain) ke paas jaata hai, jahan se oxygen lekar oxygenated blood (roo) banaata hai. 

4. Oxygena",2.853,402,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",structured_context,"{""answer"": ""Human body mein circulatory system kaam karta hai prakritik tarah se khoon, oxygen aur nutrients ko dishaantit karna aur moolyaan ko nikaalna."", ""explanation"": ""Circulatory system mein dhiman (arteries), shaktishaali dhiman (veins) aur shiraa (capillaries) shaamil hain. Ye shiraa khoon ko dishaantit karti hain aur oxygen aur nutrients ko sharir ke vibhinn bhaagon mein pahunchaati hain, jabki moolyaan ko sharir se bahar nikalta hai.""}",9.501,216,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",hierarchical_context,"Beta, circulatory system kaam karna ek bahut hi zaroori kaam hai human body mein. Yeh system hamare shareer ko oxygen aur nutrients provide karta hai, aur hamaare shareer se pighalne wale garm pani ko nikalta hai. 

Yeh system do hote hain: heart aur blood vessels. Heart hamaare shareer ka dildara hai, jo hamesha dhadi hai aur hamaare shareer mein blood ko circulate karta hai. Blood vessels to hamaare shareer mein blood ko transport karte hain, jaise ki arteries, veins aur capillaries.

Jab hum ",3.829,461,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",rag_style,"Ma'am, circulatory system human body mein blood ke paani aur oxygen ko har part ke tak pahunchane ka kaam karta hai. Yah system doosre naam se cardiovascular system bhi kaha jaata hai. 

Yah system kaam karne ke liye heart, arteries, veins aur blood cells ka upayog karta hai. Heart se nadiyon ke dwara blood har part ke tak jaata hai aur oxygen lene ke baad, yeh garm, paani aur carbon dioxide waapas heart ke pahunchata hai. 

Is tarah, circulatory system kaam karke human body ko sahi tarah se oxy",3.516,246,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",tree_of_thought,"Arre, ye sawal bahut acha hai! 

Pehla vichar: 
Circulatory system, jo ki blood ki circulation ko badhava deta hai, humare shareer mein oxygen aur nutrients ko jaanwar ke shareer ki sabhi hisson tak pahunchane mein madad karta hai. Yah system ko heart, blood vessels ( arteries aur veins) aur blood cells ka aadhaan hota hai.

Dusra vichar:
Heart, jo ki circulatory system ka sabse mahatvapoorn hissa hai, oxygen aur nutrients se bharpoor blood ko pump karta hai aur jaanwar ke shareer ke hisson se k",3.012,534,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
11,"Ma'am, human body mein circulatory system kaise kaam karta hai?",agentic_context,ERROR,0.0,0,"Human body mein circulatory system dil, blood vessels, aur blood ke saath milkar kaam karta hai. Yah oxygen aur nutrients ko puray sharir mein pahunchata hai aur carbon dioxide aur waste products ko remove karta hai.",8.5
12,Mother's Day play ki setting kya hai?,zero_shot,"Arre, Mother's Day play ki setting toh ek bahut hi sundar jagah par hoti hai. Ek khushboo se bhara park ya garden, jahan par ek bahut hi sundar mandir ya temple hota hai, uske saath hi ek bahut hi sundar lawn ya garden bhi hota hai. Ye setting show kiya jata hai ki wahan ek bahut hi sundar aur shanti se bhara mahol hai, jahan par maa-baap aur bachche khush rah sakte hain.

Agar play mein ek mahila college ka setting hota hai, toh uske andar ek bahut hi sundar auditorium hota hai, jahan par log b",2.799,386,London ke ek suburb mein Pearson family ka living-room hai,2.0
12,Mother's Day play ki setting kya hai?,few_shot,"Bhaiya, Mother's Day play ki setting ek ghar hai. Yeh ek aisi gali hai jahan ek aam Hindu parivaar rehta hai. Iske andar ek maa aur uska parivaar rehta hai. Ye setting ek ghar ki saari cheezein rakhti hai jaise ki sofa, bed, dining table, aur sabhi tarah ki saamagri.",4.355,173,London ke ek suburb mein Pearson family ka living-room hai,8.5
12,Mother's Day play ki setting kya hai?,chain_of_thought,"Arre, maine socha hai ki Mother's Day play ki setting kya ho sakti hai, toh yeh hai:

1. Play ka naam hi Mother's Day rakha jata hai. Ismein bahut se scenes hain jo Mother's Day ke theme par hain.
2. Play ki setting ek family ki hai, jismein mother, father, aur bachche hote hain.
3. Mother's Day par, family ek sath khana khate hain aur ek doosre ko gift dete hain.
4. Mother ko ek special gift milta hai, jismein ek beautiful necklace ya flower vase hai.
5. Family members ek sath dance karte hain ",1.768,347,London ke ek suburb mein Pearson family ka living-room hai,8.5
12,Mother's Day play ki setting kya hai?,structured_context,"{""answer"": ""Ek chhoti si gharani"", ""explanation"": ""Mother's Day play ki setting ek chhoti si gharani ho sakti hai jahaan maa aur beti ke beech pyaar aur samman ka ek sundar anubhav dikhai de raha ho. Gharaani mein maa ke pas ek bahut hi sundar aur sukhad vaastu ho sakti hai, jaise ki phoolon ki duniya, ek achhi book aur ek khushboo ki disha.""}",3.44,187,London ke ek suburb mein Pearson family ka living-room hai,8.5
12,Mother's Day play ki setting kya hai?,hierarchical_context,"Arre bhai, Mother's Day play ki setting toh bahut hi pyaar aur samman se banayi jati hai. Aapko ek gaon ya village jaisi setting banani hogi, jahaan ek parivaar rehta hai. Aapko us parivaar ki maa ko show karna hoga, jo ki apne beton aur behnon ko bahut pyaar karti hai.

Setting mein aapko ek chhota sa ghar, khaadi, khelne wali jagah, aur baag banane wali jagah shamil karni hogi. Aapko yah bhi dikhana hoga ki maa apne parivaar ke liye kaam karti hai, jaise ki khana banana, kapde dhona, aur apne ",2.043,395,London ke ek suburb mein Pearson family ka living-room hai,4.0
12,Mother's Day play ki setting kya hai?,rag_style,"Maa ke din ki play ki setting ek school mein hai. Ismein ek teacher, ek student aur do maaon ki roles hain. Ye three characters ek school ki stage par baith kar Mother's Day ke avsar par apni maaon ke prati pyar dikhate hain.",2.333,141,London ke ek suburb mein Pearson family ka living-room hai,2.0
12,Mother's Day play ki setting kya hai?,tree_of_thought,ERROR,0.0,0,London ke ek suburb mein Pearson family ka living-room hai,1.0
12,Mother's Day play ki setting kya hai?,agentic_context,"Kya baat hai, Mother's Day play ki setting kya hai? 

Step 1: Understand question - Main samajh raha hoon ki aapko Mother's Day play ki setting puchhne mein kya kehna hai.

Step 2: Recall knowledge - Main soch raha hoon, Mother's Day play ki setting bahut hi pyaar aur samman se jodi jaati hai. Play mein aamtaur par maa kee bhavna, pyaar, aur samman ki gahrai ko darshaya jata hai.

Step 3: Give accurate answer - Mother's Day play ki setting ek ghar ka hai, jahan maa apne parivaar ke saath khushiy",14.675,306,London ke ek suburb mein Pearson family ka living-room hai,8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",zero_shot,ERROR,0.0,0,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",few_shot,ERROR,0.0,0,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",chain_of_thought,ERROR,0.0,0,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",structured_context,"{""answer"": ""Mesopotamia ki pracheen sanskriti ek bahut hi prasiddh sanskriti thi, jo lagbhag 4500 varsh pehle shuru hui thi. Iska itihaas 4 majboot shaharon, Sumer, Akkad, Babylon aur Assyria ke aas-paas ghoomta hai. "", ""explanation"": ""Yahaan kuch pramukh bataein hain: Sumer ki sanskriti ne pahla lipi, pahla ganit, aur pahla dharam ki sthapna ki thi. Akkad shahar ne Sumer ke baad rajneeti aur saamrajya ke liye ek naye aayam kha. Babylon ne ek prasiddh sanskriti ko sthapit kiya, jahaan ne keval n",9.905,357,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",hierarchical_context,"Arre, aap log jaante hain ki Mesopotamia kahaan hai? Ye woh jagah thi jo aaj ka Iraq hai. Lekin yah jagah ek bahut hi mahatvapoorn jagah thi, kyunki yahaan pe ek bahut hi purani sanskriti thi.

Mesopotamia ki sanskriti ki shuruaat lagbhag 4500 varsh pehli thi, jab yahaan pe pehle log aaye the. Ye log ne apne aas-paas ki jagah ko apnaana shuru kar diya aur apne kheti-karne ka kaam shuru kiya. Yeh log ne apne kheti-karne ke liye paani ka upyog karna shuru kiya, jisse unke kheti-karne ki kshamata b",4.301,696,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",rag_style,"Aapka sawaal bahut hi achha hai. Mesopotamia ki purani sabhyata ka itihaas bahut hi mahatvapoorn aur prasiddh hai.

Mesopotamia ka itihaas lagbhag 4500 varsh purana hai, jab yeh sabhyata ne apna pehla adharsh sthal banaya tha. Is sabhyata ka sthaan lagbhag aajki Iraq ke paas hai.

Is sabhyata ka naam ""Mesopotamia"" se mila hai, jiska arth hai ""desh ke beech"" ya ""deshon ke beech"". Yeh sabhyata Tigris aur Eufrates nadiyon ke beech sthit thi.

Mesopotamia ki sabhyata ne apne itihaas mein kai mahatva",6.181,707,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",tree_of_thought,"Sir, maine kai tareeke se socha hai:

Pehla soch: Mesopotamia ki sabse pracheen shahari sanskriti ka itihaas lagbhag 4500 varsh pauraniki hai, jo ki Sumerians, Akkadians, Babylonians, Assyrians, aur Chaldeans jaise logon ne sthapit ki thi. In logon ne vishva ki sabse pehle dharti ke paani se upyog karne wali neeche ki kheti ka vikaas kiya tha. Unhone apne sheheron mein vishva ki sabse pehle takneekon ka upyog kiya, jaise ki chhatrion, masjidon, aur dharmik sthalon ka nirmaan.

Dusra soch: Mesopo",7.279,626,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
13,"Sir, kya aap bata sakte hain ki ancient civilization of Mesopotamia ka itihaas kya hai?",agentic_context,"Arre bhai, main to aapki madad karne ke liye taiyar hoon. Mesopotamia, jise ""duniya ke sabse pehle shahar"" ke roop mein janaya jaata hai, uski itihaas bahut hi mahatvapoorn hai. 

Step 1: Mesopotamia ka itihaas kya hai?
Step 2: Yeh pata karte hain ki Mesopotamia ka itihaas kis samay se shuru hua aur kis samay tak chala.

Mesopotamia ki itihaas kai prachin sanskritiyon ka ek mool sanskriti hai. Yeh 4th millennium BCE se 1st millennium CE tak vahana karta raha, jismein Sumer, Akkad, Babylon, Ashur",7.34,760,"Ancient civilization of Mesopotamia ka itihaas lagbhag 4500 BCE se 539 BCE tak ka hai. Ismein hamein sulabh sheheron, snaanagharon, aur anya suvidhaon ke avshesh milte hain. Ye log apne samay ke liye bahut aage the aur unhone bahut si nai cheezein khoji.",8.5
14,"Ma'am, kya hum geography meh natural resources ke baare meh jaan sakte hai?",zero_shot,"Beta, geography mein natural resources ke baare mein jaana bahut zaroori hai. Natural resources kya hain, yeh hain jo Pachtaatva se uplabdh hote hain aur humein unke liye kuch bhi karne ke liye nahi, balki unhein upyog karke hum apne jeevan ko surakshit aur sukhad bana sakte hain.

Geography mein, natural resources ko chhote-chhote categories meh divide kiya jata hai:

1. **Pani**: Jaise water, ocean, sea, river aur lake.
2. **Mitti**: Jaise soil, clay, sand aur pebbles.
3. **Khana**: Jaise food",4.933,439,"Haan, natural resources jaise ki water, mineral, fossil fuels, aur forests bahut mahatvapoorn hoti hai. In resources ki upyogita aur sanrakshan bahut zaruri hai.",8.5
14,"Ma'am, kya hum geography meh natural resources ke baare meh jaan sakte hai?",few_shot,"Bilkul, beta. Geography mein natural resources ke baare mein jaanne ke liye kai topics hain. 

Pehle, yeh jaano ki natural resources kya hain. Natural resources veh resources hai jo prakriti se milte hain aur humein unki madad se jeevan bhar aaraam aur sukhad se bhar sakte hain. Yeh resources do prakaar ke hote hain: renewable aur non-renewable.

Renewable resources woh resources hote hain jo dobara ban sakte hain, jaise ki: 
- Pani (jaise ki nadi, jheel, samudra)
- Suraj ki energy (solar energy",4.829,463,"Haan, natural resources jaise ki water, mineral, fossil fuels, aur forests bahut mahatvapoorn hoti hai. In resources ki upyogita aur sanrakshan bahut zaruri hai.",8.5
